article_id,product_code,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,perceived_colour_value_name,perceived_colour_master_name,department_name,index_group_name,section_no,section_name,detail_desc,price_mxn,image_url
690800003,690800,Ragnar hood,Hoodie,Garment Upper body,Melange,Grey,Medium Dusty,Grey,Men Sport Bottoms,Sport,22,Men H&M Sport,"Running jacket in fast-drying, breathable functional fabric with reflective details. Hood, zip down the front, long sleeves with ribbing and thumbholes at the cuffs and a chest pocket with a taped zip. Rounded hem. Slightly longer at the back. Unlined.",1204,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690800003.jpg
690800005,690800,Ragnar hood,Hoodie,Garment Upper body,Melange,Dark Red,Dark,Red,Men Sport Bottoms,Sport,22,Men H&M Sport,"Running jacket in fast-drying, breathable functional fabric with reflective details. Hood, zip down the front, long sleeves with ribbing and thumbholes at the cuffs and a chest pocket with a taped zip. Rounded hem. Slightly longer at the back. Unlined.",1489,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690800005.jpg
690803001,690803,Beau Natural Straw basket,Bag,Accessories,Solid,Light Orange,Dusty Light,Orange,Bags,Ladieswear,65,Womens Big accessories,Sturdy bag in braided straw with two imitation leather handles at the top. Lined with a sewn-in drawstring bag in a cotton weave. Size 17x28x35 cm.,835,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690803001.jpg
690814001,690814,Lander perforated shopper,Bag,Accessories,Solid,Yellow,Medium,Yellow,Bags,Ladieswear,65,Womens Big accessories,"Shopper in sturdy, perforated imitation leather with round handles and a detachable, adjustable shoulder strap. Lined with a removable twill inner bag with a drawstring closure. The lining bag can be used separately. Size 14x25x32 cm.",980,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690814001.jpg
690815001,690815,COLLAB Natalie Leté Robert SB,Sneakers,Shoes,Placement print,Black,Dark,Black,Kids Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"NATHALIE LÉTÉ x H&M. Slip-on trainers in cotton canvas with a print motif, elastic gores in the sides and a loop at the back. Patterned canvas linings and insoles and rubber soles.",639,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690815001.jpg
690820001,690820,ROMY REVERSABLE,Jacket,Garment Upper body,All over pattern,Light Pink,Light,Pink,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Reversible, padded jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined.",410,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690820001.jpg
690820003,690820,ROMY REVERSABLE,Jacket,Garment Upper body,All over pattern,Dark Blue,Dark,Blue,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Reversible, padded jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined.",860,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690820003.jpg
690820004,690820,ROMY REVERSABLE,Jacket,Garment Upper body,All over pattern,Pink,Medium,Pink,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Reversible, padded jacket in woven fabric with a sheen. Detachable, lined hood with a narrow elasticated edge, zip down the front, zipped side pockets and narrow elastication at the cuffs. Lined.",1212,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690820004.jpg
690822001,690822,ANT PANTS,Outdoor trousers,Garment Lower body,Solid,Dark Pink,Bright,Pink,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Shell trousers in wind- and waterproof, breathable functional fabric with closed seams. Adjustable elasticated waist, a reflective strip on one leg and a reinforced elastic strap under the feet. Lined. The trousers have a water-repellent coating without fluorocarbons.",714,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690822001.jpg
690822002,690822,ANT PANTS,Outdoor trousers,Garment Lower body,Solid,Dark Blue,Dark,Blue,Kids Girl Outdoor,Baby/Children,45,Kids Outerwear,"Shell trousers in wind- and waterproof, breathable functional fabric with closed seams. Adjustable elasticated waist, a reflective strip on one leg and a reinforced elastic strap under the feet. Lined. The trousers have a water-repellent coating without fluorocarbons.",968,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690822002.jpg
690842001,690842,Flirty Flower Claw,Hair clip,Accessories,Solid,Dark Pink,Medium,Pink,Hair Accessories,Ladieswear,66,Womens Small accessories,Plastic hair clip. Width 7.5 cm.,839,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690842001.jpg
690843001,690843,Flirty Bow Claw,Hair clip,Accessories,Solid,Light Pink,Dusty Light,Pink,Hair Accessories,Ladieswear,66,Womens Small accessories,Plastic hair clip. Width 9.5 cm.,717,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690843001.jpg
690886001,690886,Kenneth Runner BB,Sneakers,Shoes,Chambray,Dark Blue,Dark,Blue,Young Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Trainers in mesh with imitation leather details, a lightly padded top edge, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",690,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690886001.jpg
690886002,690886,Kenneth Runner BB,Sneakers,Shoes,Solid,Black,Dark,Black,Young Boy Shoes,Baby/Children,42,Kids & Baby Shoes,"Trainers in mesh with imitation leather details, a lightly padded top edge, elasticated lacing at the front and a loop at the back. Mesh linings and insoles and thermoplastic rubber (TPR) soles.",1379,https://retail-bucket-ai-project.s3.us-west-1.amazonaws.com/069/0690886002.jpg
